	Autocorrelation	Lag	Model	Name
5	0.8599759738583411	5	Model 4	2_973
6	0.8497172409091244	6	Model 4	2_973
7	0.8467973131479675	7	Model 4	2_973
8	0.8528436292760083	8	Model 4	2_973
9	0.8440407829099564	9	Model 4	2_973
0	1.0	0	Model 4	2_988
1	0.9344326735504258	1	Model 4	2_988
2	0.8950788965194364	2	Model 4	2_988
3	0.8873592229654557	3	Model 4	2_988
4	0.8835080548507518	4	Model 4	2_988
5	0.8790452307326259	5	Model 4	2_988
6	0.8585768261840384	6	Model 4	2_988
7	0.8404418282518784	7	Model 4	2_988
8	0.8193032500144305	8	Model 4	2_988
9	0.797213279710526	9	Model 4	2_988
0	1.0	0	Model 4	2_998
1	0.9407972425508886	1	Model 4	2_998
2	0.9119031910152027	2	Model 4	2_998
3	0.9006898455761503	3	Model 4	2_998
4	0.8916038586328872	4	Model 4	2_998
5	0.8960932305344967	5	Model 4	2_998
6	0.8916525263037683	6	Model 4	2_998
7	0.8895417666529737	7	Model 4	2_998
8	0.8942803059221003	8	Model 4	2_998
9	0.8853744863091412	9	Model 4	2_998
0	0.9999999999999999	0	Model 4	2_1002
1	0.9670366279686002	1	Model 4	2_1002
2	0.9382939103080636	2	Model 4	2_1002
3	0.9297062746021787	3	Model 4	2_1002
4	0.919736807816462	4	Model 4	2_1002
5	0.9160407469815749	5	Model 4	2_1002
6	0.9167538834082188	6	Model 4	2_1002
7	0.9145087639443805	7	Model 4	2_1002
8	0.9155992929816034	8	Model 4	2_1002
9	0.911599910688007	9	Model 4	2_1002
0	1.0	0	Model 4	2_1006
1	0.888407996651674	1	Model 4	2_1006
2	0.8658064345175396	2	Model 4	2_1006
3	0.8643802241309487	3	Model 4	2_1006
4	0.8500565666215456	4	Model 4	2_1006
5	0.8402127274421577	5	Model 4	2_1006
6	0.8077980047953924	6	Model 4	2_1006
7	0.8094788434459158	7	Model 4	2_1006
8	0.8108004117731347	8	Model 4	2_1006
9	0.820606358993918	9	Model 4	2_1006
0	0.9999999999999998	0	Model 4	2_1010
1	0.919023072555917	1	Model 4	2_1010
2	0.8934796111195961	2	Model 4	2_1010
3	0.8549989649713556	3	Model 4	2_1010
4	0.8350677266631427	4	Model 4	2_1010
5	0.8158947507050366	5	Model 4	2_1010
6	0.8038820927872453	6	Model 4	2_1010
7	0.7860676417162904	7	Model 4	2_1010
8	0.7798771342167707	8	Model 4	2_1010
9	0.7550243945957029	9	Model 4	2_1010
0	1.0	0	Model 4	2_1017
1	0.9144728204357953	1	Model 4	2_1017
2	0.8789954062041582	2	Model 4	2_1017
3	0.8755978547851742	3	Model 4	2_1017
4	0.8415891123203411	4	Model 4	2_1017
5	0.8297254894599897	5	Model 4	2_1017
6	0.8143445650916212	6	Model 4	2_1017
7	0.7953582876366497	7	Model 4	2_1017
8	0.7869783639270806	8	Model 4	2_1017
9	0.7833909454144138	9	Model 4	2_1017
0	1.0	0	Model 4	2_1018
1	0.9002604774056391	1	Model 4	2_1018
2	0.873401558938292	2	Model 4	2_1018
3	0.8667235585735948	3	Model 4	2_1018
4	0.8615445335253781	4	Model 4	2_1018
5	0.8762899918592567	5	Model 4	2_1018
6	0.8571325919751394	6	Model 4	2_1018
7	0.8594672652044721	7	Model 4	2_1018
8	0.8476531600548419	8	Model 4	2_1018
9	0.8600169208729409	9	Model 4	2_1018
0	0.9999999999999998	0	Model 4	2_1024
1	0.9429958091544459	1	Model 4	2_1024
2	0.9011602907522086	2	Model 4	2_1024
3	0.8842586280173349	3	Model 4	2_1024
4	0.8745360420020548	4	Model 4	2_1024
5	0.8752557361784232	5	Model 4	2_1024
6	0.8647503525676234	6	Model 4	2_1024
7	0.8629659934455695	7	Model 4	2_1024
8	0.8513526983070417	8	Model 4	2_1024
9	0.8346426654491746	9	Model 4	2_1024
0	1.0	0	Model 4	2_1026
1	0.9491212903532181	1	Model 4	2_1026
2	0.9209231959357769	2	Model 4	2_1026
3	0.9051741867851815	3	Model 4	2_1026
4	0.8958759878068174	4	Model 4	2_1026
5	0.8943494852127097	5	Model 4	2_1026
6	0.8816639871269332	6	Model 4	2_1026
7	0.8791032346949332	7	Model 4	2_1026
8	0.8774461686957543	8	Model 4	2_1026
9	0.8857033032389052	9	Model 4	2_1026
0	1.0	0	Model 4	2_1030
1	0.931426991889515	1	Model 4	2_1030
2	0.9074465587030415	2	Model 4	2_1030
3	0.8865977652033147	3	Model 4	2_1030
4	0.8745987464364174	4	Model 4	2_1030
5	0.8563519465163948	5	Model 4	2_1030
6	0.8564075262567299	6	Model 4	2_1030
7	0.8440720533242186	7	Model 4	2_1030
8	0.8345328928106467	8	Model 4	2_1030
9	0.8267378587400083	9	Model 4	2_1030
0	0.9999999999999998	0	Model 4	2_1039
1	0.8765639297142023	1	Model 4	2_1039
2	0.8311951606741363	2	Model 4	2_1039
3	0.830986833361858	3	Model 4	2_1039
4	0.8182242639743301	4	Model 4	2_1039
5	0.8000212925854254	5	Model 4	2_1039
6	0.7844776637524612	6	Model 4	2_1039
7	0.7818627282039294	7	Model 4	2_1039
8	0.7648004369394689	8	Model 4	2_1039
9	0.7790129181413394	9	Model 4	2_1039
0	1.0	0	Model 4	2_1043
1	0.8756548590622947	1	Model 4	2_1043
2	0.8179986316377218	2	Model 4	2_1043
3	0.7881539380719267	3	Model 4	2_1043
4	0.7833195314971976	4	Model 4	2_1043
5	0.7803484027281815	5	Model 4	2_1043
6	0.7739725322738695	6	Model 4	2_1043
7	0.78780015354995	7	Model 4	2_1043
8	0.7751507615259147	8	Model 4	2_1043
9	0.7803877229736254	9	Model 4	2_1043
0	1.0	0	Model 4	2_1045
1	0.9517978503010188	1	Model 4	2_1045
2	0.9191552802061076	2	Model 4	2_1045
3	0.8967320866571852	3	Model 4	2_1045
4	0.8836477305953346	4	Model 4	2_1045
5	0.8826525352206303	5	Model 4	2_1045
6	0.8818025454753574	6	Model 4	2_1045
7	0.879780671895347	7	Model 4	2_1045
8	0.8833081328020067	8	Model 4	2_1045
9	0.8757780657711655	9	Model 4	2_1045
0	1.0	0	Model 4	2_1057
1	0.9532828448692592	1	Model 4	2_1057
2	0.9258170512745398	2	Model 4	2_1057
3	0.9119575299556368	3	Model 4	2_1057
4	0.902220859618029	4	Model 4	2_1057
5	0.8930197033014616	5	Model 4	2_1057
6	0.8857569155670628	6	Model 4	2_1057
7	0.8858171365538496	7	Model 4	2_1057
8	0.8868549484948711	8	Model 4	2_1057
9	0.9026524921720103	9	Model 4	2_1057
0	1.0	0	Model 4	2_1060
1	0.8809279686497143	1	Model 4	2_1060
2	0.8201289083311519	2	Model 4	2_1060
3	0.7875812587183172	3	Model 4	2_1060
4	0.788156502452876	4	Model 4	2_1060
5	0.7852581648802665	5	Model 4	2_1060
6	0.7702206220402754	6	Model 4	2_1060
7	0.7502926815797095	7	Model 4	2_1060
8	0.7244007772248731	8	Model 4	2_1060
9	0.7105018879404197	9	Model 4	2_1060
0	1.0	0	Model 4	2_1065
1	0.8976212381761808	1	Model 4	2_1065
2	0.8603864659961169	2	Model 4	2_1065
3	0.8377452907458419	3	Model 4	2_1065
4	0.822907325539083	4	Model 4	2_1065
5	0.8094800612889558	5	Model 4	2_1065
6	0.7967432186411452	6	Model 4	2_1065
7	0.7834577790324668	7	Model 4	2_1065
8	0.7804337893138864	8	Model 4	2_1065
9	0.7718035503527481	9	Model 4	2_1065
0	1.0	0	Model 4	2_1069
1	0.9469242744731559	1	Model 4	2_1069
2	0.9168817967736604	2	Model 4	2_1069
3	0.9025821260921345	3	Model 4	2_1069
4	0.8905425315874331	4	Model 4	2_1069
5	0.8839793293242217	5	Model 4	2_1069
6	0.8815627795829958	6	Model 4	2_1069
7	0.8760339543597051	7	Model 4	2_1069
8	0.866718141206401	8	Model 4	2_1069
9	0.8625785508034564	9	Model 4	2_1069
0	0.9999999999999999	0	Model 4	2_1071
1	0.9391845850543764	1	Model 4	2_1071
2	0.9043339680719689	2	Model 4	2_1071
3	0.8981689551925216	3	Model 4	2_1071
4	0.8900764828676013	4	Model 4	2_1071
5	0.8772452678907715	5	Model 4	2_1071
6	0.8567028917671577	6	Model 4	2_1071
7	0.8525496249161026	7	Model 4	2_1071
8	0.8554221551384855	8	Model 4	2_1071
9	0.8486960730864656	9	Model 4	2_1071
0	1.0	0	Model 4	2_1074
1	0.8951686264056099	1	Model 4	2_1074
2	0.8794067782581407	2	Model 4	2_1074
3	0.8714562128999114	3	Model 4	2_1074
4	0.8593935083367629	4	Model 4	2_1074
5	0.8450688036424575	5	Model 4	2_1074
6	0.8324057487966608	6	Model 4	2_1074
7	0.8527910215058802	7	Model 4	2_1074
8	0.8262673371692885	8	Model 4	2_1074
9	0.8288859240995868	9	Model 4	2_1074
0	1.0	0	Model 4	2_1082
1	0.9317243556276936	1	Model 4	2_1082
2	0.8921384396044235	2	Model 4	2_1082
3	0.8829747436648328	3	Model 4	2_1082
4	0.8814063968099621	4	Model 4	2_1082
5	0.8811242736069768	5	Model 4	2_1082
6	0.8747930639193148	6	Model 4	2_1082
7	0.8635249293506134	7	Model 4	2_1082
8	0.8392665179463178	8	Model 4	2_1082
9	0.834023121311589	9	Model 4	2_1082
0	1.0	0	Model 4	2_1084
1	0.9391485426039213	1	Model 4	2_1084
2	0.9107755349555311	2	Model 4	2_1084
3	0.9093610652043156	3	Model 4	2_1084
4	0.9039521736123691	4	Model 4	2_1084
5	0.8995710849263832	5	Model 4	2_1084
6	0.8917492484499309	6	Model 4	2_1084
7	0.8864811660173892	7	Model 4	2_1084
8	0.8813211457912946	8	Model 4	2_1084
9	0.8789684019547978	9	Model 4	2_1084
0	0.9999999999999999	0	Model 4	2_1086
1	0.9590748485459426	1	Model 4	2_1086
2	0.9339807036073778	2	Model 4	2_1086
3	0.9243540340242576	3	Model 4	2_1086
4	0.9308918680407423	4	Model 4	2_1086
5	0.9125329705897774	5	Model 4	2_1086
6	0.9036860358974964	6	Model 4	2_1086
7	0.9009129585248807	7	Model 4	2_1086
8	0.9042277575037134	8	Model 4	2_1086
9	0.8938233477805057	9	Model 4	2_1086
0	1.0	0	Model 4	2_1088
1	0.921240182221042	1	Model 4	2_1088
2	0.8818599438169493	2	Model 4	2_1088
3	0.861981820450338	3	Model 4	2_1088
4	0.8394798759598817	4	Model 4	2_1088
5	0.8332671738299638	5	Model 4	2_1088
6	0.8582720000704779	6	Model 4	2_1088
7	0.8550973726199246	7	Model 4	2_1088
8	0.8565766774220412	8	Model 4	2_1088
9	0.8618984347075662	9	Model 4	2_1088
0	1.0	0	Model 4	2_1092
1	0.9368127098174858	1	Model 4	2_1092
2	0.9030905411440494	2	Model 4	2_1092
3	0.8794145049733962	3	Model 4	2_1092
4	0.8708580529749649	4	Model 4	2_1092
5	0.8703991946565822	5	Model 4	2_1092
6	0.8669064332023053	6	Model 4	2_1092
7	0.8706119929960419	7	Model 4	2_1092
8	0.8651805495425482	8	Model 4	2_1092
9	0.8592540629841676	9	Model 4	2_1092
0	1.0	0	Model 4	2_1094
1	0.9123221039777291	1	Model 4	2_1094
2	0.8879484317709738	2	Model 4	2_1094
3	0.8715274815788144	3	Model 4	2_1094
4	0.8667701946760286	4	Model 4	2_1094
5	0.873788761459815	5	Model 4	2_1094
6	0.8709455522091902	6	Model 4	2_1094
7	0.8652426257458118	7	Model 4	2_1094
8	0.8667454184192491	8	Model 4	2_1094
9	0.8642917733400785	9	Model 4	2_1094
0	1.0	0	Model 4	2_1099
1	0.9604366780887478	1	Model 4	2_1099
2	0.9463797734725219	2	Model 4	2_1099
3	0.9413036184889986	3	Model 4	2_1099
4	0.932563369798659	4	Model 4	2_1099
5	0.9294670589507472	5	Model 4	2_1099
6	0.9261609279046532	6	Model 4	2_1099
7	0.9156603882176545	7	Model 4	2_1099
8	0.9158865438401955	8	Model 4	2_1099
9	0.913456673063121	9	Model 4	2_1099
0	1.0	0	Model 4	2_1102
1	0.8964333007791666	1	Model 4	2_1102
2	0.8544601993589485	2	Model 4	2_1102
3	0.8249970704992332	3	Model 4	2_1102
4	0.8219174161944351	4	Model 4	2_1102
5	0.8194384864401324	5	Model 4	2_1102
6	0.811684016613704	6	Model 4	2_1102
7	0.7952813446323771	7	Model 4	2_1102
8	0.7908840290848785	8	Model 4	2_1102
9	0.7903943845098843	9	Model 4	2_1102
0	1.0	0	Model 4	2_1113
1	0.9525679527149117	1	Model 4	2_1113
2	0.927168200606098	2	Model 4	2_1113
3	0.9020355079855444	3	Model 4	2_1113
4	0.8870715939660716	4	Model 4	2_1113
5	0.8676958331509351	5	Model 4	2_1113
6	0.8629455913125932	6	Model 4	2_1113
7	0.8596633707906556	7	Model 4	2_1113
8	0.855177451743243	8	Model 4	2_1113
9	0.8456764861262425	9	Model 4	2_1113
0	1.0	0	Model 4	2_1119
1	0.9399893544705421	1	Model 4	2_1119
2	0.9117950962846583	2	Model 4	2_1119
3	0.8949814751819254	3	Model 4	2_1119
4	0.8755496876500564	4	Model 4	2_1119
5	0.859812054760677	5	Model 4	2_1119
6	0.8537510038481574	6	Model 4	2_1119
7	0.8371113509854113	7	Model 4	2_1119
8	0.841594064574933	8	Model 4	2_1119
9	0.8368577136239042	9	Model 4	2_1119
0	1.0	0	Model 4	2_1120
1	0.8548815918928468	1	Model 4	2_1120
2	0.7804792257895223	2	Model 4	2_1120
3	0.7569970519998475	3	Model 4	2_1120
4	0.7324769604809872	4	Model 4	2_1120
5	0.7303324528098993	5	Model 4	2_1120
6	0.7035334244905337	6	Model 4	2_1120
7	0.7209446037183485	7	Model 4	2_1120
8	0.7342485716700807	8	Model 4	2_1120
9	0.7220679426604985	9	Model 4	2_1120
0	1.0	0	Model 4	2_1132
1	0.960931983690566	1	Model 4	2_1132
2	0.9367752450827759	2	Model 4	2_1132
3	0.9291931662049795	3	Model 4	2_1132
4	0.9210574098486072	4	Model 4	2_1132
5	0.9091548250610351	5	Model 4	2_1132
6	0.9020277222719904	6	Model 4	2_1132
7	0.8986533667178648	7	Model 4	2_1132
8	0.8992796308521742	8	Model 4	2_1132
9	0.8909125714076943	9	Model 4	2_1132
0	1.0	0	Model 4	2_1140
1	0.9277340436325829	1	Model 4	2_1140
2	0.8866099495599824	2	Model 4	2_1140
3	0.8868998629709605	3	Model 4	2_1140
4	0.8737352620553605	4	Model 4	2_1140
5	0.8670154436130415	5	Model 4	2_1140
6	0.8681825479980853	6	Model 4	2_1140
7	0.8486276449753518	7	Model 4	2_1140
8	0.8417091903851533	8	Model 4	2_1140
9	0.8348939478115285	9	Model 4	2_1140
0	1.0	0	Model 4	2_1141
1	0.900549395091947	1	Model 4	2_1141
2	0.8748568180976622	2	Model 4	2_1141
3	0.868313577468373	3	Model 4	2_1141
4	0.8393634082016018	4	Model 4	2_1141
5	0.8301311711297928	5	Model 4	2_1141
6	0.8171996330222708	6	Model 4	2_1141
7	0.8158069987306732	7	Model 4	2_1141
8	0.8271490850426266	8	Model 4	2_1141
9	0.806136697369345	9	Model 4	2_1141
0	1.0	0	Model 4	2_1142
1	0.9005793127051306	1	Model 4	2_1142
2	0.8697950757993765	2	Model 4	2_1142
3	0.8529172572559942	3	Model 4	2_1142
4	0.8395964076732203	4	Model 4	2_1142
5	0.8343070786344515	5	Model 4	2_1142
6	0.814323338329144	6	Model 4	2_1142
7	0.798080669812029	7	Model 4	2_1142
8	0.8113586832397861	8	Model 4	2_1142
9	0.7964124736346438	9	Model 4	2_1142
0	1.0	0	Model 4	2_1149
1	0.8962252259183178	1	Model 4	2_1149
2	0.840538985265211	2	Model 4	2_1149
3	0.8059257830632627	3	Model 4	2_1149
4	0.8061712317521054	4	Model 4	2_1149
5	0.8125179973645744	5	Model 4	2_1149
6	0.8066037602288852	6	Model 4	2_1149
7	0.7854944075445833	7	Model 4	2_1149
8	0.7692580797397855	8	Model 4	2_1149
9	0.765921913129705	9	Model 4	2_1149
0	0.9999999999999998	0	Model 4	2_1174
1	0.9199470010200643	1	Model 4	2_1174
2	0.8625785692852911	2	Model 4	2_1174
3	0.8543726448410446	3	Model 4	2_1174
4	0.8419098546360088	4	Model 4	2_1174
5	0.8280387568750446	5	Model 4	2_1174
6	0.8163597446484584	6	Model 4	2_1174
7	0.7995886752604404	7	Model 4	2_1174
8	0.78511034578798	8	Model 4	2_1174
9	0.7644062623234793	9	Model 4	2_1174
0	0.9999999999999998	0	Model 4	2_1179
1	0.9545696242210315	1	Model 4	2_1179
2	0.9345127998830737	2	Model 4	2_1179
3	0.9206804080696624	3	Model 4	2_1179
4	0.907088428798037	4	Model 4	2_1179
5	0.8971500103578145	5	Model 4	2_1179
6	0.8942578601302072	6	Model 4	2_1179
7	0.8983786135028903	7	Model 4	2_1179
8	0.8993379403768021	8	Model 4	2_1179
9	0.9013525413391501	9	Model 4	2_1179
0	1.0	0	Model 4	2_1181
1	0.925447925125884	1	Model 4	2_1181
2	0.9014124711592821	2	Model 4	2_1181
3	0.8948097437496367	3	Model 4	2_1181
4	0.8728552756473692	4	Model 4	2_1181
5	0.8765840616688698	5	Model 4	2_1181
6	0.8578145663924278	6	Model 4	2_1181
7	0.8452544357764131	7	Model 4	2_1181
8	0.8450869234506436	8	Model 4	2_1181
9	0.841690347516852	9	Model 4	2_1181
0	1.0	0	Model 4	2_1199
1	0.8886132223629792	1	Model 4	2_1199
2	0.8377934115398702	2	Model 4	2_1199
3	0.8295214256239473	3	Model 4	2_1199
4	0.8216475814049773	4	Model 4	2_1199
5	0.7912132055481832	5	Model 4	2_1199
6	0.7734380608256326	6	Model 4	2_1199
7	0.7612889896521069	7	Model 4	2_1199
8	0.7596852577670348	8	Model 4	2_1199
9	0.7642564681947456	9	Model 4	2_1199
0	1.0	0	Model 4	2_1224
1	0.9103188428550846	1	Model 4	2_1224
2	0.8607077494452579	2	Model 4	2_1224
3	0.8549822779823777	3	Model 4	2_1224
4	0.8524844460009597	4	Model 4	2_1224
5	0.8454516724082473	5	Model 4	2_1224
6	0.8465312635726697	6	Model 4	2_1224
7	0.8351277517311324	7	Model 4	2_1224
8	0.8076726794225779	8	Model 4	2_1224
9	0.8024190459557262	9	Model 4	2_1224
0	1.0	0	Model 4	2_1226
1	0.9413000300174558	1	Model 4	2_1226
2	0.9256402074418825	2	Model 4	2_1226
3	0.9243942762994583	3	Model 4	2_1226
4	0.9253408089788862	4	Model 4	2_1226
5	0.9130106737582367	5	Model 4	2_1226
6	0.9081964471358787	6	Model 4	2_1226
7	0.9101181858572187	7	Model 4	2_1226
8	0.9082585244289205	8	Model 4	2_1226
9	0.8997883735137592	9	Model 4	2_1226
0	0.9999999999999998	0	Model 4	2_1228
1	0.9229268600549493	1	Model 4	2_1228
2	0.8719120068706886	2	Model 4	2_1228
3	0.8535741327625967	3	Model 4	2_1228
4	0.8518479667242325	4	Model 4	2_1228
5	0.8379929294927174	5	Model 4	2_1228
6	0.8151098021192857	6	Model 4	2_1228
7	0.8040492048111856	7	Model 4	2_1228
8	0.8078030011942368	8	Model 4	2_1228
9	0.7979445862837306	9	Model 4	2_1228
0	1.0	0	Model 4	2_1230
1	0.931901343177427	1	Model 4	2_1230
2	0.9193772401300988	2	Model 4	2_1230
3	0.8980055900173413	3	Model 4	2_1230
4	0.8950879871688404	4	Model 4	2_1230
5	0.8753098677368145	5	Model 4	2_1230
6	0.8658000241001392	6	Model 4	2_1230
7	0.8576203914030208	7	Model 4	2_1230
8	0.8416526586477872	8	Model 4	2_1230
9	0.8314604132955661	9	Model 4	2_1230
0	1.0	0	Model 4	2_1234
1	0.9220237347728696	1	Model 4	2_1234
2	0.8824218336561922	2	Model 4	2_1234
3	0.860091120841798	3	Model 4	2_1234
4	0.8414697228200032	4	Model 4	2_1234
5	0.8365521627565592	5	Model 4	2_1234
6	0.8381566941684129	6	Model 4	2_1234
7	0.8353825104371174	7	Model 4	2_1234
8	0.8305206277594579	8	Model 4	2_1234
9	0.825864281905987	9	Model 4	2_1234
0	1.0	0	Model 4	2_1235
1	0.9363121758687792	1	Model 4	2_1235
2	0.8996379818900687	2	Model 4	2_1235
3	0.8643460076717633	3	Model 4	2_1235
4	0.8418247096890973	4	Model 4	2_1235
5	0.8194912197862535	5	Model 4	2_1235
6	0.8027926813975161	6	Model 4	2_1235
7	0.7845419038510135	7	Model 4	2_1235
8	0.7735147934267949	8	Model 4	2_1235
9	0.7771693677836555	9	Model 4	2_1235
0	1.0	0	Model 4	2_1243
1	0.9514826628305958	1	Model 4	2_1243
2	0.9266379344114819	2	Model 4	2_1243
3	0.9170420165039774	3	Model 4	2_1243
4	0.9108634560275407	4	Model 4	2_1243
5	0.8939863423836025	5	Model 4	2_1243
6	0.8845716698414229	6	Model 4	2_1243
7	0.8896191085244962	7	Model 4	2_1243
8	0.8928048487902155	8	Model 4	2_1243
9	0.8767130899829924	9	Model 4	2_1243
0	1.0	0	Model 4	2_1244
1	0.9515462084969001	1	Model 4	2_1244
2	0.9405946259221037	2	Model 4	2_1244
3	0.9313443831832837	3	Model 4	2_1244
4	0.9264172744291358	4	Model 4	2_1244
5	0.9151481496739114	5	Model 4	2_1244
6	0.9028705355207189	6	Model 4	2_1244
7	0.9012732156908037	7	Model 4	2_1244
8	0.8985397265830927	8	Model 4	2_1244
9	0.8929104636098031	9	Model 4	2_1244
0	1.0	0	Model 4	2_1247
1	0.9530897496784638	1	Model 4	2_1247
2	0.9350999368633873	2	Model 4	2_1247
3	0.9147630525371395	3	Model 4	2_1247
4	0.9032814320653303	4	Model 4	2_1247
5	0.8921469116467897	5	Model 4	2_1247
6	0.8835484641430836	6	Model 4	2_1247
7	0.881022133547174	7	Model 4	2_1247
8	0.8728554785411823	8	Model 4	2_1247
9	0.8707022189785582	9	Model 4	2_1247
0	0.9999999999999993	0	Model 4	2_1250
1	0.9575699049813391	1	Model 4	2_1250
2	0.9275084517179162	2	Model 4	2_1250
3	0.908054561353093	3	Model 4	2_1250
4	0.8917519051436968	4	Model 4	2_1250
5	0.875559564148873	5	Model 4	2_1250
6	0.8629031132328032	6	Model 4	2_1250
7	0.8513155506885258	7	Model 4	2_1250
8	0.8345907748518208	8	Model 4	2_1250
9	0.822728856418567	9	Model 4	2_1250
0	1.0	0	Model 4	2_1255
1	0.9410428936658704	1	Model 4	2_1255
2	0.9176060527890155	2	Model 4	2_1255
3	0.8987227889859553	3	Model 4	2_1255
4	0.8888380583450683	4	Model 4	2_1255
5	0.8918024456019125	5	Model 4	2_1255
6	0.8870465482210277	6	Model 4	2_1255
7	0.8890919351128437	7	Model 4	2_1255
8	0.8877446327525175	8	Model 4	2_1255
9	0.8776190052267204	9	Model 4	2_1255
0	1.0	0	Model 4	2_1263
1	0.9430746696229362	1	Model 4	2_1263
2	0.9074221691503704	2	Model 4	2_1263
3	0.898151068938367	3	Model 4	2_1263
4	0.9015707964283407	4	Model 4	2_1263
5	0.9022319228124287	5	Model 4	2_1263
6	0.899410045185248	6	Model 4	2_1263
7	0.8907118200760749	7	Model 4	2_1263
8	0.8877804403150249	8	Model 4	2_1263
9	0.8912958755601922	9	Model 4	2_1263
0	1.0	0	Model 4	2_1266
1	0.8722955210732609	1	Model 4	2_1266
2	0.8397755349955932	2	Model 4	2_1266
3	0.814831921132235	3	Model 4	2_1266
4	0.779547559631132	4	Model 4	2_1266
5	0.7829368373461304	5	Model 4	2_1266
6	0.7733784575064432	6	Model 4	2_1266
7	0.7588296734117534	7	Model 4	2_1266
8	0.7543312635114249	8	Model 4	2_1266
9	0.7597411637630785	9	Model 4	2_1266
0	0.9999999999999996	0	Model 4	2_1279
1	0.9041798541895674	1	Model 4	2_1279
2	0.8232826101106762	2	Model 4	2_1279
3	0.800162051783804	3	Model 4	2_1279
4	0.7973892881814164	4	Model 4	2_1279
5	0.789746089198069	5	Model 4	2_1279
6	0.7850571267087362	6	Model 4	2_1279
7	0.7740517327959024	7	Model 4	2_1279
8	0.7648060668780644	8	Model 4	2_1279
9	0.7678823605138515	9	Model 4	2_1279
0	1.0	0	Model 4	2_1283
1	0.9460105699549367	1	Model 4	2_1283
2	0.8994139598770758	2	Model 4	2_1283
3	0.8773832260966605	3	Model 4	2_1283
4	0.8752017259066286	4	Model 4	2_1283
5	0.8711339237637735	5	Model 4	2_1283
6	0.869900373553248	6	Model 4	2_1283
7	0.8636713200452638	7	Model 4	2_1283
8	0.8596920401486204	8	Model 4	2_1283
9	0.8597425780782183	9	Model 4	2_1283
0	1.0	0	Model 4	2_1286
1	0.9186838273339957	1	Model 4	2_1286
2	0.8663017578914224	2	Model 4	2_1286
3	0.8511397456024824	3	Model 4	2_1286
4	0.8490228128389629	4	Model 4	2_1286
5	0.8358475950368337	5	Model 4	2_1286
6	0.8388747607228852	6	Model 4	2_1286
7	0.8279145458087173	7	Model 4	2_1286
8	0.8073745317793541	8	Model 4	2_1286
9	0.7866405368630428	9	Model 4	2_1286
0	0.9999999999999999	0	Model 4	2_1294
1	0.9168803759462962	1	Model 4	2_1294
2	0.8947778835747466	2	Model 4	2_1294
3	0.8805311453007154	3	Model 4	2_1294
4	0.8772204405927438	4	Model 4	2_1294
5	0.8742950669285287	5	Model 4	2_1294
6	0.8658567848811585	6	Model 4	2_1294
7	0.8564468963049564	7	Model 4	2_1294
8	0.8564118874663961	8	Model 4	2_1294
9	0.8425816745655117	9	Model 4	2_1294
0	0.9999999999999998	0	Model 4	2_1297
1	0.9115144140351534	1	Model 4	2_1297
2	0.8704113865985407	2	Model 4	2_1297
3	0.8541113113820606	3	Model 4	2_1297
4	0.8299484617214647	4	Model 4	2_1297
5	0.8092635482860573	5	Model 4	2_1297
6	0.8050111983429583	6	Model 4	2_1297
7	0.7916494358869818	7	Model 4	2_1297
8	0.8047395774584031	8	Model 4	2_1297
9	0.7899117882273518	9	Model 4	2_1297
0	1.0	0	Model 4	2_1305
1	0.9145876029413335	1	Model 4	2_1305
2	0.8509334247675826	2	Model 4	2_1305
3	0.811789932659258	3	Model 4	2_1305
4	0.788435981474386	4	Model 4	2_1305
5	0.7788437101421697	5	Model 4	2_1305
6	0.7818098454500063	6	Model 4	2_1305
7	0.7719351250523895	7	Model 4	2_1305
8	0.7733655945440194	8	Model 4	2_1305
9	0.7784998342304109	9	Model 4	2_1305
0	1.0	0	Model 4	2_1311
1	0.8831981310306366	1	Model 4	2_1311
2	0.8512243492855723	2	Model 4	2_1311
3	0.8036909153167165	3	Model 4	2_1311
4	0.785096268180143	4	Model 4	2_1311
5	0.7731459362849374	5	Model 4	2_1311
6	0.7707829700948836	6	Model 4	2_1311
7	0.7627180540558645	7	Model 4	2_1311
8	0.7699268500391044	8	Model 4	2_1311
9	0.7608697656673791	9	Model 4	2_1311
0	1.0	0	Model 4	2_1319
1	0.9261753559839034	1	Model 4	2_1319
2	0.8825134501232867	2	Model 4	2_1319
3	0.8650800836331899	3	Model 4	2_1319
4	0.8665261015205721	4	Model 4	2_1319
5	0.8645793411275525	5	Model 4	2_1319
6	0.8660932089639762	6	Model 4	2_1319
7	0.8694175819365279	7	Model 4	2_1319
8	0.8634174263340314	8	Model 4	2_1319
9	0.852950665370801	9	Model 4	2_1319
0	1.0	0	Model 4	2_1321
1	0.9289290191388154	1	Model 4	2_1321
2	0.906002655351889	2	Model 4	2_1321
3	0.8909573622606743	3	Model 4	2_1321
4	0.8748524037943142	4	Model 4	2_1321
5	0.8687754075010529	5	Model 4	2_1321
6	0.8603588020137394	6	Model 4	2_1321
7	0.848940983746739	7	Model 4	2_1321
8	0.8361823024971763	8	Model 4	2_1321
9	0.8292112783158049	9	Model 4	2_1321
0	1.0	0	Model 4	2_1333
1	0.9404490682372199	1	Model 4	2_1333
2	0.9289709397304696	2	Model 4	2_1333
3	0.9226004601748371	3	Model 4	2_1333
4	0.9072825181044721	4	Model 4	2_1333
5	0.8962497702198509	5	Model 4	2_1333
6	0.8899120073765068	6	Model 4	2_1333
