,Correlations,Quantity,Name,Centrality,Length
2,-0.018436930637900823,Density,Curve 66,max,Length 400
0,-0.04935888617045218,Torsion,Curve 66,linear,Length 400
1,-0.05172196927765898,Curvature,Curve 66,linear,Length 400
2,-0.1456715853193456,Density,Curve 66,linear,Length 400
0,0.14259612019993287,Torsion,Curve 67,max,Length 400
1,-0.22246753466286157,Curvature,Curve 67,max,Length 400
2,0.09051912801323585,Density,Curve 67,max,Length 400
0,0.013549747311364166,Torsion,Curve 67,linear,Length 400
1,-0.06857399503032076,Curvature,Curve 67,linear,Length 400
2,-0.13369311058609298,Density,Curve 67,linear,Length 400
0,0.07188891110508668,Torsion,Curve 68,max,Length 400
1,-0.12019854693981763,Curvature,Curve 68,max,Length 400
2,-0.046645797706011745,Density,Curve 68,max,Length 400
0,-0.02744235945813542,Torsion,Curve 68,linear,Length 400
1,0.018920483283746556,Curvature,Curve 68,linear,Length 400
2,-0.18440877399957856,Density,Curve 68,linear,Length 400
0,0.10614319523902362,Torsion,Curve 69,max,Length 400
1,-0.13444257396953965,Curvature,Curve 69,max,Length 400
2,0.3139060045905975,Density,Curve 69,max,Length 400
0,0.079437674068512,Torsion,Curve 69,linear,Length 400
1,-0.05428025685157871,Curvature,Curve 69,linear,Length 400
2,-0.018834033513687103,Density,Curve 69,linear,Length 400
0,0.12338921921934029,Torsion,Curve 70,max,Length 400
1,-0.1318257068632045,Curvature,Curve 70,max,Length 400
2,0.06741033317023447,Density,Curve 70,max,Length 400
0,-0.03885430435097836,Torsion,Curve 70,linear,Length 400
1,0.03931426609266876,Curvature,Curve 70,linear,Length 400
2,0.17424269182367688,Density,Curve 70,linear,Length 400
0,0.04906816274755523,Torsion,Curve 71,max,Length 400
1,-0.07453971727271272,Curvature,Curve 71,max,Length 400
2,0.046852724386357215,Density,Curve 71,max,Length 400
0,0.021397188209357633,Torsion,Curve 71,linear,Length 400
1,-0.008329762952323388,Curvature,Curve 71,linear,Length 400
2,0.05449078967031805,Density,Curve 71,linear,Length 400
0,0.03911263012799406,Torsion,Curve 72,max,Length 400
1,-0.11632090765653064,Curvature,Curve 72,max,Length 400
2,-0.0004975838432627462,Density,Curve 72,max,Length 400
0,0.019344842482093453,Torsion,Curve 72,linear,Length 400
1,-0.10778647147978102,Curvature,Curve 72,linear,Length 400
2,-0.16306620915920386,Density,Curve 72,linear,Length 400
0,0.16868654164423905,Torsion,Curve 73,max,Length 400
1,-0.08155732034010575,Curvature,Curve 73,max,Length 400
2,0.1944346894143045,Density,Curve 73,max,Length 400
0,0.1479868796869106,Torsion,Curve 73,linear,Length 400
1,-0.08833741161850842,Curvature,Curve 73,linear,Length 400
2,-0.21379832468925675,Density,Curve 73,linear,Length 400
0,0.16749433139533504,Torsion,Curve 74,max,Length 400
1,-0.13255884980573163,Curvature,Curve 74,max,Length 400
2,0.0771964412915161,Density,Curve 74,max,Length 400
0,0.061119048085373044,Torsion,Curve 74,linear,Length 400
1,-0.06117397621915456,Curvature,Curve 74,linear,Length 400
2,-0.2066787302357293,Density,Curve 74,linear,Length 400
0,0.04613453967758818,Torsion,Curve 75,max,Length 400
1,-0.09128997463742757,Curvature,Curve 75,max,Length 400
2,0.2307762496137273,Density,Curve 75,max,Length 400
0,-0.0008475436238870077,Torsion,Curve 75,linear,Length 400
1,-0.0010639949012009628,Curvature,Curve 75,linear,Length 400
2,-0.08615750916217078,Density,Curve 75,linear,Length 400
0,0.008052510659413835,Torsion,Curve 76,max,Length 400
1,-0.10610472734795023,Curvature,Curve 76,max,Length 400
2,0.3716382274047427,Density,Curve 76,max,Length 400
0,0.02027894623177732,Torsion,Curve 76,linear,Length 400
1,-0.02902286697545029,Curvature,Curve 76,linear,Length 400
2,0.03625586065337532,Density,Curve 76,linear,Length 400
0,0.04535821860809859,Torsion,Curve 77,max,Length 400
1,0.01441835044810894,Curvature,Curve 77,max,Length 400
2,0.3913285716143924,Density,Curve 77,max,Length 400
0,-0.08021620986967383,Torsion,Curve 77,linear,Length 400
1,-0.012878533672690531,Curvature,Curve 77,linear,Length 400
2,0.38571802100347186,Density,Curve 77,linear,Length 400
0,-0.026283278468232224,Torsion,Curve 78,max,Length 400
1,-0.008728051792732512,Curvature,Curve 78,max,Length 400
2,0.18939890353183797,Density,Curve 78,max,Length 400
0,0.05117528036961117,Torsion,Curve 78,linear,Length 400
1,0.006316331862185326,Curvature,Curve 78,linear,Length 400
2,-0.1730953186985725,Density,Curve 78,linear,Length 400
0,0.018548173250595372,Torsion,Curve 79,max,Length 400
1,-0.09729425039641809,Curvature,Curve 79,max,Length 400
2,-0.06823239586810459,Density,Curve 79,max,Length 400
0,0.0033247597052676586,Torsion,Curve 79,linear,Length 400
1,-0.03672821251027863,Curvature,Curve 79,linear,Length 400
2,-0.1387181450386866,Density,Curve 79,linear,Length 400
0,0.07005208874354264,Torsion,Curve 80,max,Length 400
1,-0.11037922877730706,Curvature,Curve 80,max,Length 400
2,0.1675085072168182,Density,Curve 80,max,Length 400
0,0.12828905407858188,Torsion,Curve 80,linear,Length 400
1,-0.060476210047005326,Curvature,Curve 80,linear,Length 400
2,0.12106167513631058,Density,Curve 80,linear,Length 400
0,0.02929672797143048,Torsion,Curve 81,max,Length 400
1,-0.1561221139596955,Curvature,Curve 81,max,Length 400
2,0.3147010362802888,Density,Curve 81,max,Length 400
0,0.037688077504983125,Torsion,Curve 81,linear,Length 400
1,-0.09830156823211482,Curvature,Curve 81,linear,Length 400
2,0.22537953002420447,Density,Curve 81,linear,Length 400
0,-0.051078200936373115,Torsion,Curve 82,max,Length 400
1,-0.15017663249398816,Curvature,Curve 82,max,Length 400
2,0.27315166294818943,Density,Curve 82,max,Length 400
0,-0.04874478955561004,Torsion,Curve 82,linear,Length 400
1,-0.03140153865820558,Curvature,Curve 82,linear,Length 400
2,0.006803560597146977,Density,Curve 82,linear,Length 400
0,0.04004969070979088,Torsion,Curve 83,max,Length 400
1,-0.1273689475537386,Curvature,Curve 83,max,Length 400
2,0.1418830451363993,Density,Curve 83,max,Length 400
0,0.009816041622695261,Torsion,Curve 83,linear,Length 400
1,-0.054184253479863304,Curvature,Curve 83,linear,Length 400
2,-0.02693137224399727,Density,Curve 83,linear,Length 400
0,0.06445737480859247,Torsion,Curve 84,max,Length 400
1,-0.028015556137518938,Curvature,Curve 84,max,Length 400
2,0.144028773861061,Density,Curve 84,max,Length 400
0,-0.04038982867943212,Torsion,Curve 84,linear,Length 400
1,0.04014840171402163,Curvature,Curve 84,linear,Length 400
2,-0.03322058131303977,Density,Curve 84,linear,Length 400
0,0.025976728269516608,Torsion,Curve 85,max,Length 400
1,-0.08284674180103994,Curvature,Curve 85,max,Length 400
2,0.18303034683729366,Density,Curve 85,max,Length 400
0,0.0028418927860329193,Torsion,Curve 85,linear,Length 400
1,-0.039105478546885675,Curvature,Curve 85,linear,Length 400
2,-0.15964236134570783,Density,Curve 85,linear,Length 400
0,0.07813602343686522,Torsion,Curve 86,max,Length 400
1,-0.17288717778459606,Curvature,Curve 86,max,Length 400
2,0.012481190179028769,Density,Curve 86,max,Length 400
0,0.06739299819801953,Torsion,Curve 86,linear,Length 400
1,-0.051589383650658745,Curvature,Curve 86,linear,Length 400
2,-0.12112308786858397,Density,Curve 86,linear,Length 400
0,0.09912092273599166,Torsion,Curve 87,max,Length 400
1,-0.02885902151101497,Curvature,Curve 87,max,Length 400
2,0.1806545316007503,Density,Curve 87,max,Length 400
0,0.06341381731177313,Torsion,Curve 87,linear,Length 400
1,-0.027009208432178,Curvature,Curve 87,linear,Length 400
2,-0.08619202565796565,Density,Curve 87,linear,Length 400
0,0.09925484149855289,Torsion,Curve 88,max,Length 400
1,-0.13432108337158724,Curvature,Curve 88,max,Length 400
2,0.09369566956407452,Density,Curve 88,max,Length 400
0,-0.01271946185406866,Torsion,Curve 88,linear,Length 400
1,-0.06437606802278376,Curvature,Curve 88,linear,Length 400
2,0.040369260828195856,Density,Curve 88,linear,Length 400
0,0.018345950452965522,Torsion,Curve 89,max,Length 400
1,-0.11896574204427632,Curvature,Curve 89,max,Length 400
2,0.21805223714537483,Density,Curve 89,max,Length 400
0,0.04981185590710245,Torsion,Curve 89,linear,Length 400
1,-0.04823047677010768,Curvature,Curve 89,linear,Length 400
2,-0.015789480583842573,Density,Curve 89,linear,Length 400
0,0.030098338671353874,Torsion,Curve 90,max,Length 400
1,-0.16371563060939978,Curvature,Curve 90,max,Length 400
2,0.15779180701091094,Density,Curve 90,max,Length 400
0,0.042107659219313635,Torsion,Curve 90,linear,Length 400
1,-0.05546882234456047,Curvature,Curve 90,linear,Length 400
2,0.1912065896002597,Density,Curve 90,linear,Length 400
0,0.11475657418501392,Torsion,Curve 91,max,Length 400
1,-0.10734256471663171,Curvature,Curve 91,max,Length 400
2,-0.13547792686159454,Density,Curve 91,max,Length 400
0,0.024828878363128307,Torsion,Curve 91,linear,Length 400
1,-0.055291248580490004,Curvature,Curve 91,linear,Length 400
2,0.04944336330936749,Density,Curve 91,linear,Length 400
0,0.11095651750192181,Torsion,Curve 92,max,Length 400
1,-0.0808773274153918,Curvature,Curve 92,max,Length 400
2,-0.0068175637822414335,Density,Curve 92,max,Length 400
0,0.07714887053512907,Torsion,Curve 92,linear,Length 400
1,0.016004593308318535,Curvature,Curve 92,linear,Length 400
2,-0.09238101304970062,Density,Curve 92,linear,Length 400
0,-0.04800025752551286,Torsion,Curve 93,max,Length 400
1,-0.007274497320461067,Curvature,Curve 93,max,Length 400
2,0.09416919248297412,Density,Curve 93,max,Length 400
0,-0.008212705233108396,Torsion,Curve 93,linear,Length 400
1,0.08824361521285198,Curvature,Curve 93,linear,Length 400
2,-0.2248496826800853,Density,Curve 93,linear,Length 400
0,0.06161200175173013,Torsion,Curve 94,max,Length 400
1,-0.01382542599130566,Curvature,Curve 94,max,Length 400
2,0.3710672196159076,Density,Curve 94,max,Length 400
0,-0.04934235384481121,Torsion,Curve 94,linear,Length 400
1,-0.03906313139341892,Curvature,Curve 94,linear,Length 400
2,0.2875638449604115,Density,Curve 94,linear,Length 400
0,0.12717915243542022,Torsion,Curve 95,max,Length 400
1,-0.10716509143631447,Curvature,Curve 95,max,Length 400
2,0.12352356283188255,Density,Curve 95,max,Length 400
0,0.0729973764401754,Torsion,Curve 95,linear,Length 400
1,-0.0485253891660112,Curvature,Curve 95,linear,Length 400
2,0.13348683346832305,Density,Curve 95,linear,Length 400
0,-0.024412042594753797,Torsion,Curve 96,max,Length 400
1,-0.09465151286282626,Curvature,Curve 96,max,Length 400
2,0.14209814975465107,Density,Curve 96,max,Length 400
0,-0.0073782916465648515,Torsion,Curve 96,linear,Length 400
1,-0.025380736383888554,Curvature,Curve 96,linear,Length 400
2,-0.2357748861299824,Density,Curve 96,linear,Length 400
0,0.02150739219814395,Torsion,Curve 97,max,Length 400
1,-0.1536811486660957,Curvature,Curve 97,max,Length 400
2,0.1670079838939762,Density,Curve 97,max,Length 400
0,0.012380406809734797,Torsion,Curve 97,linear,Length 400
1,-0.06741312100474152,Curvature,Curve 97,linear,Length 400
2,0.08798909448543604,Density,Curve 97,linear,Length 400
0,0.0841760842836217,Torsion,Curve 98,max,Length 400
1,-0.06448388428545491,Curvature,Curve 98,max,Length 400
2,0.14126564250216642,Density,Curve 98,max,Length 400
0,-0.045262116883028586,Torsion,Curve 98,linear,Length 400
1,-0.008569371954225411,Curvature,Curve 98,linear,Length 400
2,0.17755261571040235,Density,Curve 98,linear,Length 400
0,0.024909267353682738,Torsion,Curve 99,max,Length 400
1,-0.0808269023752387,Curvature,Curve 99,max,Length 400
2,0.2918472659679417,Density,Curve 99,max,Length 400
0,0.01476188561994952,Torsion,Curve 99,linear,Length 400
1,-0.06767387806241597,Curvature,Curve 99,linear,Length 400
2,0.13903799595481728,Density,Curve 99,linear,Length 400
0,0.08942888317137303,Torsion,Curve 100,max,Length 400
1,-0.15283019512486784,Curvature,Curve 100,max,Length 400
2,-0.11779907341726843,Density,Curve 100,max,Length 400
0,0.08376695748126961,Torsion,Curve 100,linear,Length 400
1,-0.05591968654825858,Curvature,Curve 100,linear,Length 400
2,-0.22984963026068528,Density,Curve 100,linear,Length 400
0,0.049086962190827296,Torsion,Curve 101,max,Length 400
1,-0.10562324939673425,Curvature,Curve 101,max,Length 400
2,0.2243780510112166,Density,Curve 101,max,Length 400
0,-0.07896301212702499,Torsion,Curve 101,linear,Length 400
1,-0.008561271022498991,Curvature,Curve 101,linear,Length 400
2,0.20790079922054758,Density,Curve 101,linear,Length 400
0,0.006526480557627684,Torsion,Curve 102,max,Length 400
1,-0.13373720261614164,Curvature,Curve 102,max,Length 400
2,0.15929657072916825,Density,Curve 102,max,Length 400
0,0.0914259760507087,Torsion,Curve 102,linear,Length 400
1,-0.04868736273367415,Curvature,Curve 102,linear,Length 400
2,-0.166241354405975,Density,Curve 102,linear,Length 400
0,0.08334552290631804,Torsion,Curve 103,max,Length 400
1,-0.0922533539881954,Curvature,Curve 103,max,Length 400
2,0.07076334101635759,Density,Curve 103,max,Length 400
0,-0.0104537633449688,Torsion,Curve 103,linear,Length 400
1,-0.06682614132496047,Curvature,Curve 103,linear,Length 400
2,-0.18049876001335124,Density,Curve 103,linear,Length 400
0,0.07861888921294127,Torsion,Curve 104,max,Length 400
1,-0.15829478362125302,Curvature,Curve 104,max,Length 400
2,0.16657822632022676,Density,Curve 104,max,Length 400
0,0.021462079624725728,Torsion,Curve 104,linear,Length 400
1,-0.08798114098022868,Curvature,Curve 104,linear,Length 400
2,0.018378762487783272,Density,Curve 104,linear,Length 400
0,0.041614213099760836,Torsion,Curve 105,max,Length 400
1,-0.10188110233162452,Curvature,Curve 105,max,Length 400
2,0.07244903464266945,Density,Curve 105,max,Length 400
0,0.040332157847457875,Torsion,Curve 105,linear,Length 400
1,-0.033442374801626276,Curvature,Curve 105,linear,Length 400
2,-0.15227827158869556,Density,Curve 105,linear,Length 400
0,0.10558408815174855,Torsion,Curve 106,max,Length 400
1,-0.11492425251101338,Curvature,Curve 106,max,Length 400
2,0.1626796187653717,Density,Curve 106,max,Length 400
0,0.09473656672896852,Torsion,Curve 106,linear,Length 400
1,-0.05951382933005922,Curvature,Curve 106,linear,Length 400
2,-0.1880772299484343,Density,Curve 106,linear,Length 400
0,0.10206660112331367,Torsion,Curve 107,max,Length 400
1,-0.10915827661100513,Curvature,Curve 107,max,Length 400
2,0.23694305721192413,Density,Curve 107,max,Length 400
0,0.04164876501205712,Torsion,Curve 107,linear,Length 400
1,-0.06677592730766393,Curvature,Curve 107,linear,Length 400
2,0.022302464040043553,Density,Curve 107,linear,Length 400
0,-0.019177785479224253,Torsion,Curve 108,max,Length 400
1,-0.016083376894977474,Curvature,Curve 108,max,Length 400
2,0.2793868409198775,Density,Curve 108,max,Length 400
0,-0.050419623795426666,Torsion,Curve 108,linear,Length 400
1,-0.003862455362505497,Curvature,Curve 108,linear,Length 400
2,-0.0316559267638183,Density,Curve 108,linear,Length 400
0,0.05527841498932869,Torsion,Curve 109,max,Length 400
1,-0.062476263020424874,Curvature,Curve 109,max,Length 400
2,-0.11103604986292201,Density,Curve 109,max,Length 400
0,0.04012311801132251,Torsion,Curve 109,linear,Length 400
1,0.06311559271650097,Curvature,Curve 109,linear,Length 400
2,-0.17624008514316772,Density,Curve 109,linear,Length 400
0,0.1232536125678359,Torsion,Curve 110,max,Length 400
1,-0.18489841368358018,Curvature,Curve 110,max,Length 400
2,0.026883400227588478,Density,Curve 110,max,Length 400
0,0.15134540223008744,Torsion,Curve 110,linear,Length 400
1,-0.04715170108581359,Curvature,Curve 110,linear,Length 400
2,-0.09953462778024298,Density,Curve 110,linear,Length 400
0,-0.02867025688806185,Torsion,Curve 111,max,Length 400
1,-0.09549187212725997,Curvature,Curve 111,max,Length 400
2,0.3986827764261124,Density,Curve 111,max,Length 400
0,-0.032595168811722544,Torsion,Curve 111,linear,Length 400
1,0.004752857660100198,Curvature,Curve 111,linear,Length 400
2,0.30329899043041786,Density,Curve 111,linear,Length 400
0,0.10776764982912641,Torsion,Curve 112,max,Length 400
1,-0.18159219085903458,Curvature,Curve 112,max,Length 400
2,0.14180257016572748,Density,Curve 112,max,Length 400
0,-0.04925321253036277,Torsion,Curve 112,linear,Length 400
1,-0.060277929517589895,Curvature,Curve 112,linear,Length 400
2,0.2662867036768755,Density,Curve 112,linear,Length 400
0,0.04885712427395374,Torsion,Curve 113,max,Length 400
1,-0.15847341437925044,Curvature,Curve 113,max,Length 400
2,0.2010664989253871,Density,Curve 113,max,Length 400
0,-0.010115284863773256,Torsion,Curve 113,linear,Length 400
1,-0.054611734767579065,Curvature,Curve 113,linear,Length 400
2,0.17532283303243582,Density,Curve 113,linear,Length 400
0,-0.04686114086705293,Torsion,Curve 114,max,Length 400
1,-0.042959513578047635,Curvature,Curve 114,max,Length 400
2,0.2912116751395483,Density,Curve 114,max,Length 400
0,0.003388034999507642,Torsion,Curve 114,linear,Length 400
1,-0.05981462880447723,Curvature,Curve 114,linear,Length 400
2,-0.084818695544012,Density,Curve 114,linear,Length 400
0,-0.040045028835930606,Torsion,Curve 115,max,Length 400
1,-0.14688577809904865,Curvature,Curve 115,max,Length 400
2,0.33020176495995807,Density,Curve 115,max,Length 400
0,0.008317432408375645,Torsion,Curve 115,linear,Length 400
1,-0.03359818688771529,Curvature,Curve 115,linear,Length 400
2,-0.03195623991771637,Density,Curve 115,linear,Length 400
0,0.037670571936695624,Torsion,Curve 116,max,Length 400
1,-0.056388807062717886,Curvature,Curve 116,max,Length 400
2,0.2233512174968268,Density,Curve 116,max,Length 400
0,0.017931499991226413,Torsion,Curve 116,linear,Length 400
1,-0.031698862098097066,Curvature,Curve 116,linear,Length 400
2,-0.25341232589479923,Density,Curve 116,linear,Length 400
0,0.011240326732247865,Torsion,Curve 117,max,Length 400
1,-0.12595975150148103,Curvature,Curve 117,max,Length 400
2,0.26331001069730925,Density,Curve 117,max,Length 400
0,-0.03136650083426781,Torsion,Curve 117,linear,Length 400
1,-0.0446368967688441,Curvature,Curve 117,linear,Length 400
2,0.1961311302701128,Density,Curve 117,linear,Length 400
0,0.11538750736867566,Torsion,Curve 118,max,Length 400
1,-0.1218966317510172,Curvature,Curve 118,max,Length 400
2,-0.036284779911904846,Density,Curve 118,max,Length 400
0,0.0942738018900981,Torsion,Curve 118,linear,Length 400
1,0.021186400526306957,Curvature,Curve 118,linear,Length 400
2,-0.030949243525401075,Density,Curve 118,linear,Length 400
0,0.054154260436795394,Torsion,Curve 119,max,Length 400
1,-0.11221319114723671,Curvature,Curve 119,max,Length 400
2,0.08551845593729115,Density,Curve 119,max,Length 400
0,0.0897437083541304,Torsion,Curve 119,linear,Length 400
1,-0.032375239416195994,Curvature,Curve 119,linear,Length 400
2,-0.22847208647856243,Density,Curve 119,linear,Length 400
0,0.009071752187296498,Torsion,Curve 120,max,Length 400
1,-0.08760964188452018,Curvature,Curve 120,max,Length 400
2,0.05801039653766698,Density,Curve 120,max,Length 400
0,-0.04387989347222901,Torsion,Curve 120,linear,Length 400
1,-0.017578650444411252,Curvature,Curve 120,linear,Length 400
2,-0.058566709812518776,Density,Curve 120,linear,Length 400
0,-0.07010451632129117,Torsion,Curve 121,max,Length 400
1,-0.09682181850938303,Curvature,Curve 121,max,Length 400
2,0.01822906910943216,Density,Curve 121,max,Length 400
0,0.011873245400550732,Torsion,Curve 121,linear,Length 400
1,-0.04636558507392503,Curvature,Curve 121,linear,Length 400
2,-0.17524144143714418,Density,Curve 121,linear,Length 400
0,-0.05184792184346463,Torsion,Curve 122,max,Length 400
1,-0.10542609561420059,Curvature,Curve 122,max,Length 400
2,0.27375255890097666,Density,Curve 122,max,Length 400
0,-0.03505968031220366,Torsion,Curve 122,linear,Length 400
1,-0.04481499460164331,Curvature,Curve 122,linear,Length 400
2,-0.03363377660073826,Density,Curve 122,linear,Length 400
0,-0.005367886172274876,Torsion,Curve 123,max,Length 400
1,-0.14453252045841342,Curvature,Curve 123,max,Length 400
2,0.27631714874291247,Density,Curve 123,max,Length 400
0,-0.08012848491042152,Torsion,Curve 123,linear,Length 400
1,-0.05614928860850618,Curvature,Curve 123,linear,Length 400
2,0.44778561197396516,Density,Curve 123,linear,Length 400
0,0.09974153322993863,Torsion,Curve 124,max,Length 400
1,-0.17828906825224414,Curvature,Curve 124,max,Length 400
2,0.2319215987966847,Density,Curve 124,max,Length 400
0,0.015909505650454146,Torsion,Curve 124,linear,Length 400
1,-0.0205057765222542,Curvature,Curve 124,linear,Length 400
2,-0.10246970495337537,Density,Curve 124,linear,Length 400
0,-0.08568911021310185,Torsion,Curve 125,max,Length 400
1,-0.04554324090788334,Curvature,Curve 125,max,Length 400
2,0.2395560326151259,Density,Curve 125,max,Length 400
0,0.0025106604697622582,Torsion,Curve 125,linear,Length 400
1,-0.04732767377235209,Curvature,Curve 125,linear,Length 400
2,-0.1089828687131727,Density,Curve 125,linear,Length 400
0,-0.0008030095550896432,Torsion,Curve 126,max,Length 400
1,-0.13099057339880107,Curvature,Curve 126,max,Length 400
2,0.23686146483620368,Density,Curve 126,max,Length 400
0,0.005473207129143322,Torsion,Curve 126,linear,Length 400
1,-0.004615365174196856,Curvature,Curve 126,linear,Length 400
2,0.19525655361877925,Density,Curve 126,linear,Length 400
0,-0.09303588383774322,Torsion,Curve 127,max,Length 400
1,-0.1380110461101815,Curvature,Curve 127,max,Length 400
2,0.2782225696639445,Density,Curve 127,max,Length 400
0,0.030525702041205957,Torsion,Curve 127,linear,Length 400
1,-0.032939292229766055,Curvature,Curve 127,linear,Length 400
2,-0.1513354012472068,Density,Curve 127,linear,Length 400
0,0.10280202883279886,Torsion,Curve 128,max,Length 400
1,-0.040350967282492906,Curvature,Curve 128,max,Length 400
2,0.11163365042048752,Density,Curve 128,max,Length 400
0,0.0002981743787311734,Torsion,Curve 128,linear,Length 400
1,-0.04725644407018062,Curvature,Curve 128,linear,Length 400
2,-0.11626153114496994,Density,Curve 128,linear,Length 400
0,0.13413563460997127,Torsion,Curve 129,max,Length 400
1,-0.14935431939411695,Curvature,Curve 129,max,Length 400
2,0.14954676146079574,Density,Curve 129,max,Length 400
0,0.03196369016785361,Torsion,Curve 129,linear,Length 400
1,-0.06305103710085717,Curvature,Curve 129,linear,Length 400
2,-0.1663270101492325,Density,Curve 129,linear,Length 400
0,0.07505894093304769,Torsion,Curve 130,max,Length 400
1,-0.0785071061920519,Curvature,Curve 130,max,Length 400
2,0.2866656550735815,Density,Curve 130,max,Length 400
0,0.00434657355489172,Torsion,Curve 130,linear,Length 400
1,-0.07898444979124689,Curvature,Curve 130,linear,Length 400
2,0.10512066896382581,Density,Curve 130,linear,Length 400
0,0.0498694054041556,Torsion,Curve 131,max,Length 400
1,-0.15954263600945331,Curvature,Curve 131,max,Length 400
2,-0.11021543594470222,Density,Curve 131,max,Length 400
0,-0.0014295093493109712,Torsion,Curve 131,linear,Length 400
1,-0.05503154045878401,Curvature,Curve 131,linear,Length 400
2,-0.09731213514281571,Density,Curve 131,linear,Length 400
0,0.021957096730773524,Torsion,Curve 132,max,Length 400
1,-0.0612523441911199,Curvature,Curve 132,max,Length 400
2,0.2845862263383838,Density,Curve 132,max,Length 400
0,-0.03327490409983627,Torsion,Curve 132,linear,Length 400
1,0.07379232151160543,Curvature,Curve 132,linear,Length 400
2,0.3276752267853656,Density,Curve 132,linear,Length 400
0,-0.06938615824901302,Torsion,Curve 133,max,Length 400
1,-0.08238013579350104,Curvature,Curve 133,max,Length 400
2,0.18437015599069118,Density,Curve 133,max,Length 400
0,-0.0785735748425034,Torsion,Curve 133,linear,Length 400
1,-0.02088703145415989,Curvature,Curve 133,linear,Length 400
2,0.008969213690055319,Density,Curve 133,linear,Length 400
0,0.010676285902941948,Torsion,Curve 134,max,Length 400
1,-0.09258088515466531,Curvature,Curve 134,max,Length 400
2,0.11406031388433169,Density,Curve 134,max,Length 400
0,-0.028501033479093236,Torsion,Curve 134,linear,Length 400
1,-0.0680761900476057,Curvature,Curve 134,linear,Length 400
2,-0.1579617355060184,Density,Curve 134,linear,Length 400
0,0.07254321694226913,Torsion,Curve 135,max,Length 400
1,-0.15816284245918688,Curvature,Curve 135,max,Length 400
2,0.23023522785701478,Density,Curve 135,max,Length 400
0,-0.02663842172884279,Torsion,Curve 135,linear,Length 400
1,-0.09275181363144751,Curvature,Curve 135,linear,Length 400
2,0.2959034339125273,Density,Curve 135,linear,Length 400
0,0.0826885860693067,Torsion,Curve 136,max,Length 400
1,-0.14637946886899433,Curvature,Curve 136,max,Length 400
2,-0.007960875040649032,Density,Curve 136,max,Length 400
0,-0.03420514712248699,Torsion,Curve 136,linear,Length 400
1,-0.04377954023642631,Curvature,Curve 136,linear,Length 400
2,0.016507476754350946,Density,Curve 136,linear,Length 400
0,0.13614594881353864,Torsion,Curve 137,max,Length 400
1,-0.12942908137601836,Curvature,Curve 137,max,Length 400
2,-0.124047171050484,Density,Curve 137,max,Length 400
0,0.12830524151800474,Torsion,Curve 137,linear,Length 400
1,-0.0209127995706746,Curvature,Curve 137,linear,Length 400
2,-0.12244236005166335,Density,Curve 137,linear,Length 400
0,0.02479863722960018,Torsion,Curve 138,max,Length 400
1,-0.13357997628449111,Curvature,Curve 138,max,Length 400
2,-0.09191730018256619,Density,Curve 138,max,Length 400
0,0.04105320352915837,Torsion,Curve 138,linear,Length 400
1,-0.04107302386081111,Curvature,Curve 138,linear,Length 400
2,-0.20680031193902557,Density,Curve 138,linear,Length 400
0,0.02688046706936024,Torsion,Curve 139,max,Length 400
1,-0.03216412223265664,Curvature,Curve 139,max,Length 400
2,0.08817774784123546,Density,Curve 139,max,Length 400
0,-0.012568091624190057,Torsion,Curve 139,linear,Length 400
1,-0.06926496576025219,Curvature,Curve 139,linear,Length 400
2,-0.07876128993714689,Density,Curve 139,linear,Length 400
0,0.13363315081984245,Torsion,Curve 140,max,Length 400
1,-0.005860805852289717,Curvature,Curve 140,max,Length 400
2,-0.07804842470967346,Density,Curve 140,max,Length 400
0,-0.01807949807088305,Torsion,Curve 140,linear,Length 400
1,-0.016865509269607372,Curvature,Curve 140,linear,Length 400
2,0.024698112000435566,Density,Curve 140,linear,Length 400
0,0.15550671230604324,Torsion,Curve 141,max,Length 400
1,-0.12536848722419314,Curvature,Curve 141,max,Length 400
2,0.3378181629159301,Density,Curve 141,max,Length 400
0,0.11969834726237003,Torsion,Curve 141,linear,Length 400
1,-0.060110244473218825,Curvature,Curve 141,linear,Length 400
2,0.18982032012878078,Density,Curve 141,linear,Length 400
0,0.0038228796083209526,Torsion,Curve 142,max,Length 400
1,-0.06778268128604777,Curvature,Curve 142,max,Length 400
2,0.22175783548784322,Density,Curve 142,max,Length 400
0,0.03746713602294941,Torsion,Curve 142,linear,Length 400
1,-0.041353911966374224,Curvature,Curve 142,linear,Length 400
2,-0.06993703462929803,Density,Curve 142,linear,Length 400
0,-0.010963230223463042,Torsion,Curve 143,max,Length 400
1,-0.034739304320572754,Curvature,Curve 143,max,Length 400
2,0.027235898440688435,Density,Curve 143,max,Length 400
0,-0.03949371742687173,Torsion,Curve 143,linear,Length 400
1,0.07590040408462609,Curvature,Curve 143,linear,Length 400
2,-0.11560458466633272,Density,Curve 143,linear,Length 400
0,0.0493558773757599,Torsion,Curve 144,max,Length 400
1,-0.1256799282698077,Curvature,Curve 144,max,Length 400
2,-0.003262663569040683,Density,Curve 144,max,Length 400
0,0.09059491254603444,Torsion,Curve 144,linear,Length 400
1,-0.017096797279543288,Curvature,Curve 144,linear,Length 400
2,-0.02290730636651329,Density,Curve 144,linear,Length 400
0,0.08725768271959236,Torsion,Curve 145,max,Length 400
1,-0.1454418232334832,Curvature,Curve 145,max,Length 400
2,0.26915193064823817,Density,Curve 145,max,Length 400
