,Correlations,Quantity,Name,Length
3072,0.1077408431541321,Torsion,Curve 112,Length 300
3073,-0.1763897264703694,Curvature,Curve 112,Length 300
3074,0.3073686046821953,Density,Curve 112,Length 300
3078,0.2237363159933906,Torsion,Curve 113,Length 300
3079,-0.1174649992557506,Curvature,Curve 113,Length 300
3080,0.1556299928474023,Density,Curve 113,Length 300
3084,0.0629364966307086,Torsion,Curve 114,Length 300
3085,-0.1077861956274994,Curvature,Curve 114,Length 300
3086,0.5232872486969723,Density,Curve 114,Length 300
3090,0.0344612102448756,Torsion,Curve 115,Length 300
3091,-0.0581326822875786,Curvature,Curve 115,Length 300
3092,0.420922330279324,Density,Curve 115,Length 300
3096,0.1917529554770143,Torsion,Curve 116,Length 300
3097,-0.184707420058933,Curvature,Curve 116,Length 300
3098,0.1660128680467562,Density,Curve 116,Length 300
3102,0.0365492349771455,Torsion,Curve 117,Length 300
3103,-0.220263284699278,Curvature,Curve 117,Length 300
3104,0.1523293058011328,Density,Curve 117,Length 300
3108,0.1102876844322009,Torsion,Curve 118,Length 300
3109,-0.2929099293536094,Curvature,Curve 118,Length 300
3110,0.1928525383221953,Density,Curve 118,Length 300
3114,0.1289887302907448,Torsion,Curve 119,Length 300
3115,0.0109307377982027,Curvature,Curve 119,Length 300
3116,0.2957464316696224,Density,Curve 119,Length 300
3120,0.0091565715191884,Torsion,Curve 120,Length 300
3121,-0.1867764130044574,Curvature,Curve 120,Length 300
3122,0.226479883338971,Density,Curve 120,Length 300
3126,0.1041548083565408,Torsion,Curve 121,Length 300
3127,-0.1677720220191672,Curvature,Curve 121,Length 300
3128,0.261018737042174,Density,Curve 121,Length 300
3132,0.1050239318178728,Torsion,Curve 122,Length 300
3133,-0.2357376179694603,Curvature,Curve 122,Length 300
3134,0.3512440400996582,Density,Curve 122,Length 300
3138,0.2111545410306974,Torsion,Curve 123,Length 300
3139,-0.0636588293617409,Curvature,Curve 123,Length 300
3140,0.197668169790756,Density,Curve 123,Length 300
3144,0.0513581387551761,Torsion,Curve 124,Length 300
3145,-0.1888299730227257,Curvature,Curve 124,Length 300
3146,0.2239100387721166,Density,Curve 124,Length 300
3150,0.167151712265725,Torsion,Curve 125,Length 300
3151,-0.0739480522069335,Curvature,Curve 125,Length 300
3152,0.4290046949709002,Density,Curve 125,Length 300
3156,0.1536899941140755,Torsion,Curve 126,Length 300
3157,-0.187650969797189,Curvature,Curve 126,Length 300
3158,0.2858285186212345,Density,Curve 126,Length 300
3162,0.0860548731685198,Torsion,Curve 127,Length 300
3163,-0.0731137364753184,Curvature,Curve 127,Length 300
3164,0.0228823606816952,Density,Curve 127,Length 300
3168,0.0601580581570817,Torsion,Curve 128,Length 300
3169,-0.2055437411806516,Curvature,Curve 128,Length 300
3170,0.1903697156979337,Density,Curve 128,Length 300
3174,0.0710884564710084,Torsion,Curve 129,Length 300
3175,-0.2267305948971339,Curvature,Curve 129,Length 300
3176,0.1271469771011588,Density,Curve 129,Length 300
3180,0.1239240088794706,Torsion,Curve 130,Length 300
3181,-0.1558109331490466,Curvature,Curve 130,Length 300
3182,0.2534975337632579,Density,Curve 130,Length 300
3186,0.1024925694525052,Torsion,Curve 131,Length 300
3187,0.0067942946664941,Curvature,Curve 131,Length 300
3188,0.3007164329634181,Density,Curve 131,Length 300
3192,0.1892918465013073,Torsion,Curve 132,Length 300
3193,-0.111922045318975,Curvature,Curve 132,Length 300
3194,0.1911300974660311,Density,Curve 132,Length 300
3198,0.1598862276587217,Torsion,Curve 133,Length 300
3199,-0.2787090861264869,Curvature,Curve 133,Length 300
3200,0.3429988828914084,Density,Curve 133,Length 300
3204,0.1125679622949752,Torsion,Curve 134,Length 300
3205,-0.1156122189689251,Curvature,Curve 134,Length 300
3206,0.2089334357707425,Density,Curve 134,Length 300
3210,-0.0877730700353433,Torsion,Curve 135,Length 300
3211,-0.0161476175519686,Curvature,Curve 135,Length 300
3212,0.4316877117044133,Density,Curve 135,Length 300
3216,0.0890497293559067,Torsion,Curve 136,Length 300
3217,-0.1285633735953874,Curvature,Curve 136,Length 300
3218,0.2341935158467225,Density,Curve 136,Length 300
3222,0.0824610528151851,Torsion,Curve 137,Length 300
3223,-0.0472684128985815,Curvature,Curve 137,Length 300
3224,0.4105717240422063,Density,Curve 137,Length 300
3228,0.0901077441968067,Torsion,Curve 138,Length 300
3229,-0.0709230336528736,Curvature,Curve 138,Length 300
3230,0.176507640555795,Density,Curve 138,Length 300
3234,-0.0474205819021756,Torsion,Curve 139,Length 300
3235,-0.1471176463989771,Curvature,Curve 139,Length 300
3236,0.3457588436775359,Density,Curve 139,Length 300
3240,0.1936369994020044,Torsion,Curve 140,Length 300
3241,-0.3032213470813091,Curvature,Curve 140,Length 300
3242,0.190887030221593,Density,Curve 140,Length 300
3246,0.0114232462203741,Torsion,Curve 141,Length 300
3247,-0.1077158205420735,Curvature,Curve 141,Length 300
3248,0.4379585582136523,Density,Curve 141,Length 300
3252,0.1072783937758466,Torsion,Curve 142,Length 300
3253,-0.17769395757933,Curvature,Curve 142,Length 300
3254,0.5152450796572023,Density,Curve 142,Length 300
3258,0.0254638469920786,Torsion,Curve 143,Length 300
3259,-0.1184423050885421,Curvature,Curve 143,Length 300
3260,0.3807844504952878,Density,Curve 143,Length 300
3264,0.1031596923153731,Torsion,Curve 144,Length 300
3265,-0.1485837491339765,Curvature,Curve 144,Length 300
3266,0.1701008091438756,Density,Curve 144,Length 300
3270,0.0799408140845994,Torsion,Curve 145,Length 300
3271,-0.1464433910154092,Curvature,Curve 145,Length 300
3272,0.2486603249597498,Density,Curve 145,Length 300
3276,0.1641018954975497,Torsion,Curve 146,Length 300
3277,-0.1832351440101068,Curvature,Curve 146,Length 300
3278,0.1183103557466093,Density,Curve 146,Length 300
3282,0.1559223109750121,Torsion,Curve 147,Length 300
3283,-0.1661590970658429,Curvature,Curve 147,Length 300
3284,0.3742984034074523,Density,Curve 147,Length 300
3288,0.072309027403528,Torsion,Curve 148,Length 300
3289,-0.2589795731409847,Curvature,Curve 148,Length 300
3290,0.2198232984726538,Density,Curve 148,Length 300
3294,0.1335230237106163,Torsion,Curve 149,Length 300
3295,-0.1317856870175494,Curvature,Curve 149,Length 300
3296,0.3253018683003278,Density,Curve 149,Length 300
3300,-0.0308972106444347,Torsion,Curve 150,Length 300
3301,-0.1792062084916987,Curvature,Curve 150,Length 300
3302,0.4908089071075722,Density,Curve 150,Length 300
3306,0.0590728083140941,Torsion,Curve 151,Length 300
3307,-0.1218070104177941,Curvature,Curve 151,Length 300
3308,0.0878904353001497,Density,Curve 151,Length 300
3312,0.1103811983259485,Torsion,Curve 152,Length 300
3313,-0.2062655649756442,Curvature,Curve 152,Length 300
3314,0.1990322675360956,Density,Curve 152,Length 300
3318,0.024118010696916,Torsion,Curve 153,Length 300
3319,-0.076190625403015,Curvature,Curve 153,Length 300
3320,0.3958932397794487,Density,Curve 153,Length 300
3324,0.0599162588859497,Torsion,Curve 154,Length 300
3325,-0.181999776955411,Curvature,Curve 154,Length 300
3326,0.5374241725840353,Density,Curve 154,Length 300
3330,0.0875115167364622,Torsion,Curve 155,Length 300
3331,-0.1213182106166004,Curvature,Curve 155,Length 300
3332,0.3963059411053953,Density,Curve 155,Length 300
3336,0.0575134298956699,Torsion,Curve 156,Length 300
3337,-0.0082883407160048,Curvature,Curve 156,Length 300
3338,0.4150553458243329,Density,Curve 156,Length 300
3342,0.1436718837724814,Torsion,Curve 157,Length 300
3343,-0.0798462338786698,Curvature,Curve 157,Length 300
3344,0.1300900420137584,Density,Curve 157,Length 300
3348,0.1626043416813076,Torsion,Curve 158,Length 300
3349,-0.1574596525879588,Curvature,Curve 158,Length 300
3350,0.1883906508566751,Density,Curve 158,Length 300
3354,-0.008645794715131,Torsion,Curve 159,Length 300
3355,-0.0686766297449946,Curvature,Curve 159,Length 300
3356,0.3794716293932377,Density,Curve 159,Length 300
3360,0.2383661743850119,Torsion,Curve 160,Length 300
3361,-0.0338011242309758,Curvature,Curve 160,Length 300
3362,0.1983440298928759,Density,Curve 160,Length 300
3366,0.1300934999119562,Torsion,Curve 161,Length 300
3367,-0.1998297802919922,Curvature,Curve 161,Length 300
3368,0.2579280535036524,Density,Curve 161,Length 300
3372,0.1120937108457438,Torsion,Curve 162,Length 300
3373,-0.0152335482507642,Curvature,Curve 162,Length 300
3374,0.0610894666694947,Density,Curve 162,Length 300
3378,0.126470872699399,Torsion,Curve 163,Length 300
3379,-0.1112905498280593,Curvature,Curve 163,Length 300
3380,0.2636467396723041,Density,Curve 163,Length 300
3384,0.0684272229335584,Torsion,Curve 164,Length 300
3385,-0.13045750874558,Curvature,Curve 164,Length 300
3386,0.3622971344334849,Density,Curve 164,Length 300
3390,-0.0698707594555236,Torsion,Curve 165,Length 300
3391,-0.220850098242254,Curvature,Curve 165,Length 300
3392,0.2813359583003282,Density,Curve 165,Length 300
3396,0.0877844358168915,Torsion,Curve 166,Length 300
3397,-0.107897809381905,Curvature,Curve 166,Length 300
3398,0.2966168296076925,Density,Curve 166,Length 300
3402,0.0836599672082829,Torsion,Curve 167,Length 300
3403,-0.179828206193212,Curvature,Curve 167,Length 300
3404,0.2882331458144513,Density,Curve 167,Length 300
3408,0.0167677395119924,Torsion,Curve 168,Length 300
3409,-0.1956508053890839,Curvature,Curve 168,Length 300
3410,0.2843787909882392,Density,Curve 168,Length 300
3414,0.033762266892025,Torsion,Curve 169,Length 300
3415,-0.0903144975623812,Curvature,Curve 169,Length 300
3416,0.3270627677277299,Density,Curve 169,Length 300
3420,0.0401481985938377,Torsion,Curve 170,Length 300
3421,-0.1242539170150731,Curvature,Curve 170,Length 300
3422,0.189168725882609,Density,Curve 170,Length 300
3426,0.1324789760956032,Torsion,Curve 171,Length 300
3427,-0.2163306878545584,Curvature,Curve 171,Length 300
3428,0.2731121416874112,Density,Curve 171,Length 300
3432,0.1776071265394103,Torsion,Curve 172,Length 300
3433,-0.1161884191178913,Curvature,Curve 172,Length 300
3434,0.2229214376583364,Density,Curve 172,Length 300
3438,0.1095671969884388,Torsion,Curve 173,Length 300
3439,-0.1906174548781925,Curvature,Curve 173,Length 300
3440,0.1677664376462272,Density,Curve 173,Length 300
3444,0.1682088415169663,Torsion,Curve 174,Length 300
3445,-0.0376931848024755,Curvature,Curve 174,Length 300
3446,0.2790956730837072,Density,Curve 174,Length 300
3450,0.0441702412385623,Torsion,Curve 175,Length 300
3451,-0.1496323545210117,Curvature,Curve 175,Length 300
3452,0.359717581765171,Density,Curve 175,Length 300
3456,0.1070104977978182,Torsion,Curve 176,Length 300
3457,-0.1887319224562771,Curvature,Curve 176,Length 300
3458,0.2875210141833302,Density,Curve 176,Length 300
3462,0.0732458172623638,Torsion,Curve 177,Length 300
3463,-0.1816734639478439,Curvature,Curve 177,Length 300
3464,0.3323386180501027,Density,Curve 177,Length 300
3468,-0.0017181220287898,Torsion,Curve 178,Length 300
3469,-0.1108276572958794,Curvature,Curve 178,Length 300
3470,0.4320251019777865,Density,Curve 178,Length 300
3474,0.1580771492919061,Torsion,Curve 179,Length 300
3475,-0.2736219417719284,Curvature,Curve 179,Length 300
3476,0.3163803571250296,Density,Curve 179,Length 300
3480,-0.0546317591645241,Torsion,Curve 180,Length 300
3481,-0.0426181112646733,Curvature,Curve 180,Length 300
3482,0.4746057319697128,Density,Curve 180,Length 300
3486,0.1748266082330143,Torsion,Curve 181,Length 300
3487,-0.1327517653595262,Curvature,Curve 181,Length 300
3488,0.0615351326911578,Density,Curve 181,Length 300
3492,0.0710681972546457,Torsion,Curve 182,Length 300
3493,-0.0806297516142915,Curvature,Curve 182,Length 300
3494,0.1196473041734407,Density,Curve 182,Length 300
3498,0.1087823589836974,Torsion,Curve 183,Length 300
3499,-0.089460925878648,Curvature,Curve 183,Length 300
3500,0.3428152042291416,Density,Curve 183,Length 300
3504,0.1396230594608518,Torsion,Curve 184,Length 300
3505,-0.2190709018485332,Curvature,Curve 184,Length 300
3506,0.1716694729629723,Density,Curve 184,Length 300
3510,0.0470050600293143,Torsion,Curve 185,Length 300
3511,-0.149326905369061,Curvature,Curve 185,Length 300
3512,0.3008615195487772,Density,Curve 185,Length 300
3516,0.1538392502816184,Torsion,Curve 186,Length 300
3517,-0.1557377791543511,Curvature,Curve 186,Length 300
3518,0.0935065486576131,Density,Curve 186,Length 300
3522,0.0113242187079651,Torsion,Curve 187,Length 300
3523,-0.1713760751580367,Curvature,Curve 187,Length 300
3524,0.0158666704769653,Density,Curve 187,Length 300
3528,0.1037092876617257,Torsion,Curve 188,Length 300
3529,-0.0806168545642979,Curvature,Curve 188,Length 300
3530,0.374170709474223,Density,Curve 188,Length 300
3534,0.1191778040530148,Torsion,Curve 189,Length 300
3535,-0.0858700852028355,Curvature,Curve 189,Length 300
3536,0.3206832993496499,Density,Curve 189,Length 300
3540,0.0384399743896098,Torsion,Curve 190,Length 300
3541,-0.1605259314802539,Curvature,Curve 190,Length 300
3542,0.3522555830177785,Density,Curve 190,Length 300
3546,0.1854303916645304,Torsion,Curve 191,Length 300
3547,-0.1757586104258801,Curvature,Curve 191,Length 300
3548,0.2728424851919209,Density,Curve 191,Length 300
3552,0.0299646198898668,Torsion,Curve 192,Length 300
3553,-0.1297413603279198,Curvature,Curve 192,Length 300
3554,0.4154367718113693,Density,Curve 192,Length 300
3558,0.1021400378571258,Torsion,Curve 193,Length 300
3559,-0.1672773927926856,Curvature,Curve 193,Length 300
3560,0.3096396554879473,Density,Curve 193,Length 300
3564,0.1264370333285801,Torsion,Curve 194,Length 300
3565,-0.0945265981234399,Curvature,Curve 194,Length 300
3566,0.2556956048608806,Density,Curve 194,Length 300
3570,0.1491344226833975,Torsion,Curve 195,Length 300
3571,-0.1978910273339595,Curvature,Curve 195,Length 300
3572,0.3997940099026106,Density,Curve 195,Length 300
3576,0.1077527127017197,Torsion,Curve 196,Length 300
3577,-0.1504706089616628,Curvature,Curve 196,Length 300
3578,0.1719520153884227,Density,Curve 196,Length 300
3582,0.0568310759598981,Torsion,Curve 197,Length 300
3583,-0.1192958856081233,Curvature,Curve 197,Length 300
3584,0.2615719605230205,Density,Curve 197,Length 300
3588,0.154326005032365,Torsion,Curve 198,Length 300
3589,-0.0531775912205352,Curvature,Curve 198,Length 300
3590,0.2052857303033112,Density,Curve 198,Length 300
3594,0.1098794962621563,Torsion,Curve 199,Length 300
3595,-0.0214607461128504,Curvature,Curve 199,Length 300
3596,0.4846196649854687,Density,Curve 199,Length 300
3600,0.104671277233263,Torsion,Curve 0,Length 400
3601,-0.1597494853519722,Curvature,Curve 0,Length 400
3602,0.2882622684946851,Density,Curve 0,Length 400
3606,0.1326977445244097,Torsion,Curve 1,Length 400
3607,-0.2017419346453092,Curvature,Curve 1,Length 400
3608,0.2741620179668655,Density,Curve 1,Length 400
3612,0.1562961202624278,Torsion,Curve 2,Length 400
3613,-0.1182266617839775,Curvature,Curve 2,Length 400
3614,0.263254470999525,Density,Curve 2,Length 400
3618,0.1179971003449124,Torsion,Curve 3,Length 400
3619,-0.118782172106679,Curvature,Curve 3,Length 400
3620,0.3976234884676788,Density,Curve 3,Length 400
3624,0.1533709236432553,Torsion,Curve 4,Length 400
3625,-0.1886735235704852,Curvature,Curve 4,Length 400
3626,0.013549062303988,Density,Curve 4,Length 400
3630,0.1472237313597431,Torsion,Curve 5,Length 400
3631,-0.1895075079456905,Curvature,Curve 5,Length 400
3632,0.1027810119101547,Density,Curve 5,Length 400
3636,0.1207897786400029,Torsion,Curve 6,Length 400
3637,-0.1468376714474867,Curvature,Curve 6,Length 400
3638,0.3192862700624915,Density,Curve 6,Length 400
3642,0.1111318964276846,Torsion,Curve 7,Length 400
3643,-0.1829045655357023,Curvature,Curve 7,Length 400
3644,0.2361803641025667,Density,Curve 7,Length 400
3648,0.1080612491767331,Torsion,Curve 8,Length 400
3649,-0.0850212788873448,Curvature,Curve 8,Length 400
3650,0.2678058387095102,Density,Curve 8,Length 400
3654,0.059934992471108,Torsion,Curve 9,Length 400
3655,-0.0838404455809589,Curvature,Curve 9,Length 400
3656,0.0438280246287391,Density,Curve 9,Length 400
3660,0.1176755116428905,Torsion,Curve 10,Length 400
3661,-0.1957875068918353,Curvature,Curve 10,Length 400
3662,0.0181913096881611,Density,Curve 10,Length 400
3666,0.0650748543516252,Torsion,Curve 11,Length 400
3667,-0.1620874429354551,Curvature,Curve 11,Length 400
3668,0.1775567463763449,Density,Curve 11,Length 400
3672,0.121107504473443,Torsion,Curve 12,Length 400
3673,-0.0852572987980305,Curvature,Curve 12,Length 400
3674,0.3209120664295802,Density,Curve 12,Length 400
3678,0.1233602236018169,Torsion,Curve 13,Length 400
3679,-0.0747661094551286,Curvature,Curve 13,Length 400
3680,0.3435128310074687,Density,Curve 13,Length 400
3684,0.1852040022668459,Torsion,Curve 14,Length 400
3685,-0.2463300574512901,Curvature,Curve 14,Length 400
3686,0.1527073093458563,Density,Curve 14,Length 400
3690,0.1748244086810642,Torsion,Curve 15,Length 400
3691,-0.1427166817666768,Curvature,Curve 15,Length 400
3692,0.1873530772716637,Density,Curve 15,Length 400
3696,0.1993389174213673,Torsion,Curve 16,Length 400
3697,-0.1413079073908288,Curvature,Curve 16,Length 400
3698,0.1567634276503242,Density,Curve 16,Length 400
3702,0.1180862892266024,Torsion,Curve 17,Length 400
3703,-0.1394582394104674,Curvature,Curve 17,Length 400
3704,0.2105415090483751,Density,Curve 17,Length 400
3708,0.155978044947675,Torsion,Curve 18,Length 400
3709,-0.1993135476893851,Curvature,Curve 18,Length 400
3710,0.2559262696111669,Density,Curve 18,Length 400
3714,0.1183518844831071,Torsion,Curve 19,Length 400
3715,-0.1179999115672574,Curvature,Curve 19,Length 400
3716,0.2797900943829139,Density,Curve 19,Length 400
3720,0.1009391332314141,Torsion,Curve 20,Length 400
3721,-0.0310487709547921,Curvature,Curve 20,Length 400
3722,0.0969636951160458,Density,Curve 20,Length 400
3726,0.1249016800287469,Torsion,Curve 21,Length 400
3727,-0.0959794511945047,Curvature,Curve 21,Length 400
3728,0.2586320247935337,Density,Curve 21,Length 400
3732,0.0386635742404773,Torsion,Curve 22,Length 400
3733,-0.0943169485798157,Curvature,Curve 22,Length 400
3734,0.2577582699804034,Density,Curve 22,Length 400
3738,0.1772713475061901,Torsion,Curve 23,Length 400
3739,-0.2316777464830021,Curvature,Curve 23,Length 400
3740,0.2213305925320275,Density,Curve 23,Length 400
3744,0.1287188576485183,Torsion,Curve 24,Length 400
3745,-0.1286044215707533,Curvature,Curve 24,Length 400
3746,0.1634233435347634,Density,Curve 24,Length 400
3750,0.284257244683435,Torsion,Curve 25,Length 400
3751,-0.2526330119379726,Curvature,Curve 25,Length 400
3752,-0.0662812995567449,Density,Curve 25,Length 400
3756,0.119933836012872,Torsion,Curve 26,Length 400
3757,-0.2576480993180388,Curvature,Curve 26,Length 400
3758,0.1928487949550651,Density,Curve 26,Length 400
3762,0.1612308647800487,Torsion,Curve 27,Length 400
3763,-0.0969810641197603,Curvature,Curve 27,Length 400
3764,0.2102613948114103,Density,Curve 27,Length 400
3768,0.0955246652466895,Torsion,Curve 28,Length 400
3769,-0.0726631925732489,Curvature,Curve 28,Length 400
3770,0.5183333089042518,Density,Curve 28,Length 400
3774,0.0448870819332397,Torsion,Curve 29,Length 400
3775,-0.0917522255283125,Curvature,Curve 29,Length 400
3776,0.2804042013669505,Density,Curve 29,Length 400
3780,0.1469760074527278,Torsion,Curve 30,Length 400
3781,-0.1675045722137773,Curvature,Curve 30,Length 400
3782,0.3238296406462433,Density,Curve 30,Length 400
3786,0.1416893645765707,Torsion,Curve 31,Length 400
3787,-0.1020017760509762,Curvature,Curve 31,Length 400
3788,0.2858407696603239,Density,Curve 31,Length 400
3792,0.1370579874705954,Torsion,Curve 32,Length 400
3793,-0.1458519378893794,Curvature,Curve 32,Length 400
3794,0.1379761615444969,Density,Curve 32,Length 400
3798,0.0483241890388344,Torsion,Curve 33,Length 400
3799,-0.1233818136636763,Curvature,Curve 33,Length 400
3800,0.3841246487492837,Density,Curve 33,Length 400
3804,0.0312962861008783,Torsion,Curve 34,Length 400
3805,-0.0795214526659882,Curvature,Curve 34,Length 400
3806,0.4855100475704602,Density,Curve 34,Length 400
3810,0.0981016666260508,Torsion,Curve 35,Length 400
3811,-0.1206903337997784,Curvature,Curve 35,Length 400
3812,0.2181528273799872,Density,Curve 35,Length 400
3816,0.0038877272877323,Torsion,Curve 36,Length 400
3817,-0.1587255124406428,Curvature,Curve 36,Length 400
3818,0.2406281419815671,Density,Curve 36,Length 400
3822,0.0605069076102167,Torsion,Curve 37,Length 400
3823,-0.0029969378177745,Curvature,Curve 37,Length 400
3824,0.2694102172310931,Density,Curve 37,Length 400
3828,0.2229116933784251,Torsion,Curve 38,Length 400
3829,-0.2080724387083108,Curvature,Curve 38,Length 400
3830,0.1193510981180648,Density,Curve 38,Length 400
3834,0.2116022696686416,Torsion,Curve 39,Length 400
3835,-0.2217139948320443,Curvature,Curve 39,Length 400
3836,0.1891277256182137,Density,Curve 39,Length 400
3840,0.1409875236209084,Torsion,Curve 40,Length 400
3841,-0.1581037024618497,Curvature,Curve 40,Length 400
3842,0.3427538275169979,Density,Curve 40,Length 400
3846,0.111251264104298,Torsion,Curve 41,Length 400
3847,-0.1735965061875076,Curvature,Curve 41,Length 400
3848,0.0693263058551232,Density,Curve 41,Length 400
3852,0.1054181297029554,Torsion,Curve 42,Length 400
3853,-0.1660483290135592,Curvature,Curve 42,Length 400
3854,0.3104663465927009,Density,Curve 42,Length 400
3858,0.0585764428211378,Torsion,Curve 43,Length 400
3859,-0.142255574231424,Curvature,Curve 43,Length 400
3860,0.4496064574183836,Density,Curve 43,Length 400
3864,0.128430856289263,Torsion,Curve 44,Length 400
3865,-0.0528156926168155,Curvature,Curve 44,Length 400
3866,0.1361301302709553,Density,Curve 44,Length 400
3870,0.0557844421128518,Torsion,Curve 45,Length 400
3871,-0.2467565714034538,Curvature,Curve 45,Length 400
3872,0.0934498590540749,Density,Curve 45,Length 400
3876,0.1403750778662682,Torsion,Curve 46,Length 400
3877,-0.2899778005692671,Curvature,Curve 46,Length 400
3878,0.152985672731893,Density,Curve 46,Length 400
3882,-0.0068165105805523,Torsion,Curve 47,Length 400
3883,-0.1468488706827887,Curvature,Curve 47,Length 400
3884,0.0264028574400799,Density,Curve 47,Length 400
3888,0.1179871911125411,Torsion,Curve 48,Length 400
3889,-0.1088866203066581,Curvature,Curve 48,Length 400
3890,0.1519740329891066,Density,Curve 48,Length 400
3894,0.1523858746740732,Torsion,Curve 49,Length 400
3895,-0.2513198907344127,Curvature,Curve 49,Length 400
3896,0.1805947319505792,Density,Curve 49,Length 400
3900,0.0931298728464221,Torsion,Curve 50,Length 400
3901,-0.1382760133982075,Curvature,Curve 50,Length 400
3902,0.1831526179597262,Density,Curve 50,Length 400
3906,0.0237624272093478,Torsion,Curve 51,Length 400
3907,-0.1398112399740559,Curvature,Curve 51,Length 400
3908,0.292145612233896,Density,Curve 51,Length 400
3912,0.1344568495346619,Torsion,Curve 52,Length 400
3913,-0.1652263695953773,Curvature,Curve 52,Length 400
3914,0.2209921939547457,Density,Curve 52,Length 400
3918,0.1685509002701049,Torsion,Curve 53,Length 400
3919,-0.1827851336155375,Curvature,Curve 53,Length 400
3920,0.1764962256081499,Density,Curve 53,Length 400
3924,0.0966251135485392,Torsion,Curve 54,Length 400
3925,-0.0764147016432778,Curvature,Curve 54,Length 400
3926,0.0602464485145997,Density,Curve 54,Length 400
3930,0.1527388821760976,Torsion,Curve 55,Length 400
3931,-0.2145007437324182,Curvature,Curve 55,Length 400
3932,0.336153190111917,Density,Curve 55,Length 400
3936,0.0666219070743702,Torsion,Curve 56,Length 400
3937,-0.0804604542281522,Curvature,Curve 56,Length 400
3938,0.1795935119754142,Density,Curve 56,Length 400
3942,0.090035397835227,Torsion,Curve 57,Length 400
3943,-0.1841562346146305,Curvature,Curve 57,Length 400
3944,0.2674582421285156,Density,Curve 57,Length 400
3948,0.1369586258951743,Torsion,Curve 58,Length 400
3949,-0.1687282014021559,Curvature,Curve 58,Length 400
3950,0.2194801297735441,Density,Curve 58,Length 400
3954,0.0366672044018821,Torsion,Curve 59,Length 400
3955,-0.0592815104471761,Curvature,Curve 59,Length 400
3956,0.403485835048614,Density,Curve 59,Length 400
3960,0.0473317569547541,Torsion,Curve 60,Length 400
3961,-0.1206858638971339,Curvature,Curve 60,Length 400
3962,0.4296162210103161,Density,Curve 60,Length 400
3966,0.0077670955612209,Torsion,Curve 61,Length 400
3967,-0.1379609548522245,Curvature,Curve 61,Length 400
3968,0.4100685004846015,Density,Curve 61,Length 400
3972,-0.0534951417942239,Torsion,Curve 62,Length 400
3973,-0.170375583764515,Curvature,Curve 62,Length 400
3974,0.2100085209308038,Density,Curve 62,Length 400
3978,-0.0323942019811546,Torsion,Curve 63,Length 400
3979,-0.1360314386674171,Curvature,Curve 63,Length 400
3980,0.4141400962703968,Density,Curve 63,Length 400
3984,0.1529811003548273,Torsion,Curve 64,Length 400
3985,-0.2016871299012734,Curvature,Curve 64,Length 400
3986,0.239776999442786,Density,Curve 64,Length 400
3990,0.1434367729546764,Torsion,Curve 65,Length 400
3991,-0.0937158022601368,Curvature,Curve 65,Length 400
3992,0.1108153280893761,Density,Curve 65,Length 400
3996,0.017565332696876,Torsion,Curve 66,Length 400
3997,-0.1927898298708157,Curvature,Curve 66,Length 400
3998,0.1819919464531818,Density,Curve 66,Length 400
4002,0.1127975381791134,Torsion,Curve 67,Length 400
4003,-0.1788679522123731,Curvature,Curve 67,Length 400
4004,0.214837955522763,Density,Curve 67,Length 400
4008,0.1064297273565663,Torsion,Curve 68,Length 400
4009,-0.1685354431016594,Curvature,Curve 68,Length 400
4010,0.1799969695274564,Density,Curve 68,Length 400
4014,0.1830678436802863,Torsion,Curve 69,Length 400
4015,-0.1297861713492195,Curvature,Curve 69,Length 400
4016,0.4560708880102622,Density,Curve 69,Length 400
4020,0.1459950578798804,Torsion,Curve 70,Length 400
4021,-0.1919105325854949,Curvature,Curve 70,Length 400
4022,0.257576578358635,Density,Curve 70,Length 400
4026,0.1725202733096539,Torsion,Curve 71,Length 400
4027,-0.2080913645217857,Curvature,Curve 71,Length 400
4028,0.1214470553716989,Density,Curve 71,Length 400
4032,0.1272000334315933,Torsion,Curve 72,Length 400
4033,-0.2014733716176519,Curvature,Curve 72,Length 400
4034,0.1277412699835016,Density,Curve 72,Length 400
4038,0.1833314952238411,Torsion,Curve 73,Length 400
4039,-0.1448779936434474,Curvature,Curve 73,Length 400
4040,0.4213241009396282,Density,Curve 73,Length 400
4044,0.1743107294850903,Torsion,Curve 74,Length 400
4045,-0.1266597580450227,Curvature,Curve 74,Length 400
4046,0.1563184824521082,Density,Curve 74,Length 400
4050,0.0806124826433291,Torsion,Curve 75,Length 400
4051,-0.138238678229717,Curvature,Curve 75,Length 400
4052,0.3448032389007509,Density,Curve 75,Length 400
4056,-0.0039543579036826,Torsion,Curve 76,Length 400
4057,-0.1029952047928186,Curvature,Curve 76,Length 400
4058,0.467456232485513,Density,Curve 76,Length 400
4062,0.0714306522849889,Torsion,Curve 77,Length 400
4063,-0.0370476278478163,Curvature,Curve 77,Length 400
4064,0.3970127984638759,Density,Curve 77,Length 400
4068,0.0360699826896965,Torsion,Curve 78,Length 400
4069,-0.0814914820137063,Curvature,Curve 78,Length 400
4070,0.3244429900105644,Density,Curve 78,Length 400
4074,0.0966705961000817,Torsion,Curve 79,Length 400
4075,-0.0917457600442906,Curvature,Curve 79,Length 400
4076,0.0131640274447925,Density,Curve 79,Length 400
4080,0.0620192689194872,Torsion,Curve 80,Length 400
4081,-0.1134944931794658,Curvature,Curve 80,Length 400
